,Unnamed: 0,app,size,price,rating_count,rating_count_ver,rating,rating_ver,content,category,free,less or equal $2,$2-$5,greater than $5
3602,3602,Grim Fandango Remastered,3.5466932832549336,4.99,235,4,4.0,4.0,12+,Games,0,0,1,0
352,352,Graphic - illustration and design,1.5132708844655156,8.99,1809,52,4.5,3.5,4+,Productivity,0,0,0,1
2230,2230,Broken Sword 5 - the Serpent's Curse,3.2886618552407394,6.99,199,26,4.0,4.5,12+,Games,0,0,0,1
3240,3240,Galaxy Trucker Pocket,2.0749224423540378,4.99,259,3,5.0,4.0,9+,Games,0,0,1,0
4612,4612,Haunted Legends: The Dark Wishes - A Hidden Object Mystery (Full),3.059322539176764,6.99,65,65,4.0,4.0,9+,Games,0,0,0,1
5082,5082,ねこげーむ~ねこ騎士ポチ~簡単で人気の猫ゲーム~基本無料,1.757380843405799,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
1768,1768,4 Pics 1 Word,2.1193944717867668,0.0,80308,489,4.5,4.5,12+,Games,1,0,0,0
4014,4014,360 Degree,2.521228334323653,0.0,1460,7,4.5,4.5,4+,Games,1,0,0,0
3978,3978,Sideline - 2nd Phone Number,2.1249246218082716,0.0,7907,47,4.5,5.0,4+,Business,1,0,0,0
648,648,Low Carb Diet Tracker PRO by Carb Manager,1.7620104817557714,2.99,2950,1671,4.5,4.5,4+,Health & Fitness,0,0,1,0
6034,6034,Really Bad Chess,1.8460214843796687,0.0,1015,600,4.5,4.5,4+,Games,1,0,0,0
632,632,"腾讯视频HD-楚乔传,明日之子6月全网首播",2.0918884440420804,0.0,2058,4,4.0,4.0,17+,Entertainment,1,0,0,0
1779,1779,Speech Jammer,1.554174076234955,0.0,1205,2,3.0,5.0,4+,Entertainment,1,0,0,0
2361,2361,LEGO® Friends,2.884482695290682,4.99,400,316,4.0,4.5,4+,Games,0,0,1,0
1813,1813,Get Drunk Not Fat,1.5185007792396374,0.99,19,5,2.5,2.0,17+,Food & Drink,0,1,0,0
751,751,YY- 小全民手机直播交友软件,2.218451473971279,0.0,624,4,4.0,5.0,17+,Social Networking,1,0,0,0
4883,4883,Merry Christmas -Activities,2.0579512299613683,0.0,7,0,3.5,0.0,4+,Education,1,0,0,0
6968,6968,Water Bottle Flip Challenge: Flippy Bottle Diving,1.6033176226401933,0.0,362,362,4.5,4.5,4+,Games,1,0,0,0
330,330,Jourist Weltübersetzer,2.167515233395702,7.99,0,0,0.0,0.0,4+,Travel,0,0,0,1
4080,4080,FINAL FANTASY VII,3.2874982894003923,15.99,1421,228,4.0,4.0,12+,Games,0,0,0,1
2409,2409,"Logos Quiz -Guess the most famous brands, new fun!",1.8607451539354347,0.0,58640,2023,5.0,5.0,4+,Games,1,0,0,0
2247,2247,Battle Supremacy,3.0332230489808385,4.99,3124,319,4.0,4.0,12+,Games,0,0,1,0
5179,5179,バーチャル恵方巻【節分・恵方コンパス・方位】,0.714078164981856,0.0,0,0,0.0,0.0,4+,Navigation,1,0,0,0
48,48,FOX Sports Mobile,1.8618210581266268,0.0,57500,103,3.0,4.0,4+,Sports,1,0,0,0
7099,7099,Escape a Crepe House,1.5147469246343817,0.0,3,3,5.0,5.0,4+,Games,1,0,0,0
1855,1855,楽天市場 for iPad,1.1286577004314147,0.0,6,0,4.0,0.0,4+,Lifestyle,1,0,0,0
3152,3152,Ref Guide for Essential Oils,1.5833348240345513,6.99,151,28,4.0,4.5,12+,Health & Fitness,0,0,0,1
196,196,Monkey Preschool Lunchbox,2.360352913685765,1.99,9286,49,4.0,3.5,4+,Games,0,1,0,0
4196,4196,Outfolded,1.851441814672055,0.0,1468,85,4.5,4.5,4+,Games,1,0,0,0
1097,1097,Where is Santa Lite - Santa Tracker,1.1660747173570802,0.0,1085,278,4.0,4.0,4+,Entertainment,1,0,0,0
5416,5416,Les Anges,1.7704322362015372,0.0,0,0,0.0,0.0,17+,Entertainment,1,0,0,0
4165,4165,Piano Tiles 2™(Don't Tap The White Tile 2),1.9120519201091424,0.0,55077,251,4.5,4.5,4+,Games,1,0,0,0
6540,6540,"Cheats For Pokemon Go - Gameplay, PokeCoins Guide, Catch Videos",1.1268130100415528,0.0,6205,26,4.5,3.0,12+,Entertainment,1,0,0,0
6559,6559,Off the Record: The Final Interview (Full),2.8933616719224498,6.99,35,6,3.5,5.0,9+,Games,0,0,0,1
3328,3328,一筆書きゲーム！無料パズルで脳トレしよう！ by だーぱん,1.7563774320581695,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
6336,6336,Hero Siege: Pocket Edition,2.45069395525504,9.99,68,8,2.5,1.5,12+,Games,0,0,0,1
4557,4557,Crazy Maze - Traffic Puzzle,2.323148930084041,0.0,21,1,2.0,2.0,4+,Games,1,0,0,0
5339,5339,FabFocus - portraits with depth and bokeh,1.9196741839602818,3.99,244,163,4.0,4.5,4+,Photo & Video,0,0,1,0
4328,4328,渡劫-多武器战斗,2.8406893642666105,0.99,0,0,0.0,0.0,9+,Games,0,1,0,0
6764,6764,"Philm-Video&Photo Editor,REAL-TIME Magic Filter",1.955798353870503,0.0,103,0,4.0,0.0,4+,Photo & Video,1,0,0,0
6054,6054,当たる占い師【水晶玉子】特別鑑定書≪無料占いあり≫,1.4051584611265455,0.0,1,1,3.0,3.0,17+,Entertainment,1,0,0,0
15,15,TripAdvisor Hotels Flights Restaurants,2.31787120067832,0.0,56194,87,4.0,3.5,4+,Travel,1,0,0,0
4081,4081,Bridge Constructor Stunts,2.147963698087411,1.99,75,17,4.0,4.0,4+,Games,0,1,0,0
4485,4485,Eat Game,1.7688821845679767,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
4475,4475,Disney Crossy Road,2.272496038580099,0.0,38571,1223,4.5,4.5,4+,Games,1,0,0,0
3682,3682,鏡の中のプリンセス Love Palace,1.3436055081041718,0.0,7,0,4.5,0.0,12+,Games,1,0,0,0
6478,6478,脳トレ爽快パズル 激ムズ！和のひとふで書き Line,1.5595595293464957,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
2315,2315,Alarm Clock for Me - Best Wake Up Music & Clock,2.079184865153228,0.0,4959,768,4.0,4.0,4+,Utilities,1,0,0,0
6918,6918,Pineapple Pen,1.9910133079172405,0.0,6430,2225,4.5,4.5,4+,Games,1,0,0,0
6889,6889,Thinkrolls Kings & Queens - Logic and Physics Game,1.807000286780912,3.99,13,0,5.0,0.0,4+,Education,0,0,1,0
2943,2943,Just Dance Controller,2.2644470983373304,0.0,440,33,2.5,2.5,4+,Games,1,0,0,0
1552,1552,NFL HUDDLE: Football Card Trader,2.3586048196879728,0.0,2896,17,4.0,3.0,12+,Sports,1,0,0,0
6088,6088,Nerve — Truth or Dare Dirty Houseparty Party Games,1.9496680612713986,0.0,6658,130,4.0,4.5,17+,Lifestyle,1,0,0,0
2248,2248,Christmas Countdown 2017,1.7442460298298144,0.0,334,0,4.5,0.0,4+,Entertainment,1,0,0,0
2037,2037,動画英文法2700,1.6285932558512592,9.99,0,0,0.0,0.0,4+,Education,0,0,0,1
3502,3502,The Last Vikings,1.9499849240057945,0.0,4919,12,4.5,4.5,9+,Games,1,0,0,0
6808,6808,Nekosan,1.690621303119178,0.0,905,163,4.5,4.5,4+,Games,1,0,0,0
2356,2356,Bowling King,2.241795431295199,0.0,60271,114,4.5,4.0,4+,Games,1,0,0,0
5959,5959,Pan Book 5: The Shadow Stone,2.8881188120542336,5.99,0,0,0.0,0.0,4+,Books & Reference,0,0,0,1
3138,3138,Boulder Dash® 30th Anniversary™ Premium,1.9019920066408478,4.99,11,7,5.0,5.0,9+,Games,0,0,1,0
2339,2339,Hard Time VIP (Prison Sim),1.6803899101516115,4.99,276,12,4.0,4.5,17+,Games,0,0,1,0
4055,4055,The Martian: Official Game,1.8743310350984421,0.99,259,96,4.0,3.5,9+,Games,0,1,0,0
51,51,HotSchedules,1.9140150641835134,2.99,3292,2,3.0,5.0,4+,Business,0,0,1,0
2285,2285,VivaVideo - Best Video Editor & Photo Movie Maker,2.134247252268624,0.0,10618,267,4.5,4.5,4+,Photo & Video,1,0,0,0
1962,1962,EasyCost - Expense Tracker and Money organizer,0.9865030153867405,0.99,165,21,4.5,4.5,4+,Finance,0,1,0,0
6608,6608,Swoopy Space,2.2830319731529913,0.0,142,8,4.0,4.0,4+,Games,1,0,0,0
270,270,Sing Karaoke Songs Unlimited with StarMaker,1.9603137752495607,0.0,26227,7,4.0,4.5,9+,Entertainment,1,0,0,0
2878,2878,Blaze and the Monster Machines - Racing Game HD,2.7262217319025845,6.99,251,10,3.0,3.5,4+,Education,0,0,0,1
1014,1014,Jurassic Park: The Game 1 HD,2.706736553008912,2.99,1483,78,4.0,3.0,12+,Games,0,0,1,0
5251,5251,謎解きあの人からメール,1.2767604225577776,0.0,0,0,0.0,0.0,4+,Books & Reference,1,0,0,0
554,554,Need for Speed™ Hot Pursuit,3.1035139806844443,4.99,5059,20,4.0,3.5,4+,Games,0,0,1,0
2751,2751,挖财宝理财-预期年化收益高达12%,1.682235356902564,0.0,7,0,4.0,0.0,17+,Finance,1,0,0,0
6263,6263,JOEMOJI Keyboard,1.474813372661389,0.99,53,1,4.5,5.0,4+,Entertainment,0,1,0,0
6348,6348,万年历-日历农历黄历天气,2.0381470677359528,0.0,0,0,0.0,0.0,12+,Utilities,1,0,0,0
2299,2299,Pocket Stables,2.2786164336678323,4.99,160,1,4.5,5.0,4+,Games,0,0,1,0
2252,2252,TCS NYC Marathon,1.4758309328314534,0.0,43,0,3.5,0.0,17+,Sports,1,0,0,0
2690,2690,Billionaire – Business Capitalist Tycoon!,1.923466809479061,0.0,42058,602,4.5,4.5,12+,Games,1,0,0,0
1983,1983,Craft your games! - Createrria 2,2.6523720650812224,0.0,4475,177,4.0,4.0,4+,Games,1,0,0,0
50,50,WeatherPro,1.8393460420160732,1.99,1572,34,4.0,4.5,4+,Weather,0,1,0,0
2528,2528,ArtPose,2.21703362381722,2.99,102,14,4.5,4.5,12+,Books & Reference,0,0,1,0
2889,2889,Wildlife Simulator: Crocodile,1.9369307464037142,1.99,333,333,4.5,4.5,9+,Games,0,1,0,0
1554,1554,UBiO,1.4303814702829392,4.99,8,0,4.5,0.0,4+,Entertainment,0,0,1,0
2951,2951,Retouch Vogue - Facetune Wrinkles & Pimples Makeup,1.4006070565806896,0.0,2235,220,4.5,4.0,4+,Photo & Video,1,0,0,0
1803,1803,"SFind Premium Search for Spotify, YouTube & iTunes",0.9073038488339694,2.99,411,11,3.0,4.5,4+,Entertainment,0,0,1,0
6588,6588,Apollo Justice Ace Attorney,3.3846148441643433,0.99,95,57,3.5,3.5,4+,Games,0,1,0,0
2834,2834,"U Compass ( North, South, East and West )",0.6231458746379397,0.0,0,0,0.0,0.0,4+,Utilities,1,0,0,0
796,796,京东 HD,2.0573693741080032,0.0,150,0,4.0,0.0,17+,Shopping,1,0,0,0
3681,3681,Dot - A Period & Fertility Tracker,1.6281742844483247,0.0,142,0,4.0,0.0,12+,Health & Fitness,1,0,0,0
1118,1118,Action Movie FX,2.1553238891977595,0.0,101222,160,4.5,4.5,9+,Entertainment,1,0,0,0
1332,1332,Pumped: BMX,1.586913465584551,1.99,1164,76,5.0,4.5,4+,Games,0,1,0,0
3938,3938,Peppa Pig: Golden Boots,2.9940019878350874,2.99,28,0,3.5,0.0,4+,Education,0,0,1,0
4095,4095,Sorted - Quickly Organise Your Day,2.006786830998449,7.99,69,6,4.0,4.5,4+,Productivity,0,0,0,1
4863,4863,ぼっちでもリア充になれる奇跡のアプリ。〜恋する缶づめ。〜,1.8214873258356439,0.0,1,1,5.0,5.0,12+,Games,1,0,0,0
6847,6847,Sticklings,2.192305348063851,0.0,79,71,4.0,4.0,4+,Games,1,0,0,0
2601,2601,Kim Kardashian: Hollywood,2.3801678100917987,0.0,397730,467,4.5,4.5,12+,Games,1,0,0,0
2705,2705,Game Cheats - Super-Mario Universe 2 Luigi Galaxy Starship Edition,1.6616896653208364,4.99,65,65,1.0,1.0,4+,Games,0,0,1,0
4483,4483,Hungry Shark World,2.9787386672166773,0.0,24057,340,4.5,4.5,12+,Games,1,0,0,0
3874,3874,Little Farmers - Tractors and Harvesters for Kids,2.4577926075055783,1.99,29,4,3.0,3.5,4+,Education,0,1,0,0
2354,2354,合戦!!にんじゃ村,2.269720702091041,4.99,0,0,0.0,0.0,4+,Games,0,0,1,0
3470,3470,Doom & Destiny Advanced,2.0571866703319617,2.99,117,1,4.0,4.0,12+,Games,0,0,1,0
1729,1729,"SportsManias: Sports Emojis, Fantasy & Team News",1.7291728921261786,0.0,2431,14,4.5,4.5,12+,Sports,1,0,0,0
3200,3200,Dictator: Revolt,2.1695598216106657,0.99,3939,5,4.0,4.0,12+,Games,0,1,0,0
6432,6432,逆战仙魔 大圣萌仙全民跨服千人即时PK,2.1656478573192075,0.99,0,0,0.0,0.0,4+,Games,0,1,0,0
1304,1304,"Remind: Fast, Efficient School Messaging",2.0686718510689444,0.0,9796,60,4.5,4.5,4+,Education,1,0,0,0
5347,5347,ねこあわせ。,1.2917905063857842,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
3462,3462,GOAT: Buy & Sell Sneakers,2.126744897881771,0.0,3116,147,4.5,5.0,9+,Shopping,1,0,0,0
4909,4909,Osmo Monster,2.3899400338782075,0.0,52,2,4.0,3.5,4+,Games,1,0,0,0
6802,6802,My Town : Preschool,2.5865951804070098,2.99,61,61,4.5,4.5,4+,Education,0,0,1,0
7162,7162,CTFxCmoji,1.4162576269990224,0.0,39,4,5.0,5.0,9+,Social Networking,1,0,0,0
5979,5979,ニュースパス -かんたん操作で必要なニュースがすぐ読めるニュースアプリ,1.964810989661331,0.0,0,0,0.0,0.0,17+,News,1,0,0,0
5822,5822,Sports Hero,1.9078894664316568,0.0,343,147,4.0,4.0,4+,Games,1,0,0,0
3125,3125,PAW Patrol Draw & Play HD,2.7458606530593137,3.99,44,22,3.5,3.5,4+,Education,0,0,1,0
3924,3924,Fieldrunners Attack!,2.4417155540694546,0.0,1984,13,3.5,5.0,9+,Games,1,0,0,0
6258,6258,無料アプリ暇つぶしゲーム【BOKEMON】〜トボケモンスターを進化させるで〜,1.983468415164064,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
2932,2932,途牛旅游PRO-订机票酒店，查旅行景点门票,2.202962131523634,0.99,0,0,0.0,0.0,17+,Travel,0,1,0,0
3707,3707,Polarr Photo Editor - Photo Editing Tools for All,1.7628210549461514,0.0,2246,224,4.5,4.5,4+,Photo & Video,1,0,0,0
5534,5534,Ridiculous Parking Simulator a Real Crazy Multi Car Driving Racing Game,2.520449469092639,0.0,43,43,4.0,4.0,4+,Games,1,0,0,0
2514,2514,Flappy Golf,1.9936918819370637,0.0,14995,3840,4.5,4.5,4+,Games,1,0,0,0
6061,6061,Gymoji,1.785258633357701,0.99,78,25,3.0,3.0,9+,Entertainment,0,1,0,0
5780,5780,Tap Tap Builder,2.1726496270307645,0.0,999,28,4.5,4.5,4+,Games,1,0,0,0
401,401,My Virtual Girlfriend - Deluxe Dating Sim,2.1589050211875436,0.99,2609,9,3.5,4.5,17+,Games,0,1,0,0
3588,3588,真モグモグ風林火山2,3.457068838996454,12.99,0,0,0.0,0.0,12+,Games,0,0,0,1
363,363,Call of Duty: Zombies HD,1.5514865942805163,4.99,5853,3860,3.5,4.0,17+,Games,0,0,1,0
3724,3724,サッカーカーニバル,2.008557591784247,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
4833,4833,Tesla Tubes: Solve our Logic Games & Brain Puzzles,2.007470389421052,0.0,524,1,4.5,2.0,4+,Games,1,0,0,0
4435,4435,Colored Dots -  by Ukids,2.364412149007322,0.99,0,0,0.0,0.0,4+,Education,0,1,0,0
2502,2502,Kitchen Scramble: Cooking Game,2.068282360909297,0.0,17925,13,3.5,2.5,4+,Games,1,0,0,0
3129,3129,Heroes of Normandie,3.17220815093336,14.99,53,0,3.5,0.0,12+,Games,0,0,0,1
6760,6760,Hill Climb Racing 2,2.082056148692198,0.0,33854,732,4.5,4.5,9+,Games,1,0,0,0
4699,4699,Hair Color Changer - Styles Salon & Recolor Booth,1.52409740136345,0.0,11828,0,4.5,0.0,4+,Entertainment,1,0,0,0
4515,4515,Blaze and the Monster Machines Dinosaur Rescue,2.616547977780504,2.99,3,3,4.5,4.5,4+,Education,0,0,1,0
3563,3563,Door Kickers,3.007410194045006,4.99,515,267,5.0,5.0,12+,Games,0,0,1,0
1718,1718,PicsArt Photo Studio: Collage Maker & Pic Editor,2.0959569946135517,0.0,29078,6,4.5,4.0,12+,Photo & Video,1,0,0,0
3457,3457,Focus To-Do: The Best Focus Timer for Work & Study,1.625188937338458,0.99,813,96,4.5,4.5,4+,Productivity,0,1,0,0
3094,3094,"Todo Number Matrix: Brain teasers, logic puzzles, and mathematical reasoning for kids",1.6187382332742828,0.99,15,5,4.5,4.0,4+,Education,0,1,0,0
5430,5430,金のフレーズ 〜「新TOEIC®TEST 出る単特急 金のフレーズ」収録 〜,1.9296845305147405,4.99,0,0,0.0,0.0,4+,Education,0,0,1,0
1723,1723,"ProTracker Plus Weight, Calorie & Exercise Tracker",1.8798639642301538,2.99,2319,40,4.5,4.0,4+,Health & Fitness,0,0,1,0
4446,4446,Day One Journal,2.2624202371139863,4.99,6380,71,4.5,4.5,4+,Lifestyle,0,0,1,0
5659,5659,Puzzle Game for Brain Training -KITINTO-,2.036580992593735,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
3038,3038,平安好医生-要健康上平安好医生,2.081808006097712,0.0,0,0,0.0,0.0,17+,Medical,1,0,0,0
683,683,The Lost City,2.0270518202849495,1.99,1393,33,4.5,4.5,4+,Games,0,1,0,0
3646,3646,GreenVPN - Free & fast VPN with unlimited traffic,1.2144199392957367,0.0,464,54,4.5,4.5,4+,Business,1,0,0,0
2314,2314,Calculator Pro for iPad Free - Smart Calculator,1.9498582066527819,0.0,47803,6883,4.5,4.5,4+,Utilities,1,0,0,0
7081,7081,Flip,2.1096089160860294,0.0,230,230,4.5,4.5,4+,Games,1,0,0,0
5362,5362,Stretch Dungeon,2.0474423208613404,0.0,1087,1087,4.0,4.0,9+,Games,1,0,0,0
5253,5253,LEAD ZAQ Battle Version,2.085329830682125,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
5828,5828,Treasure Buster,1.6231148451073238,0.99,53,53,4.5,4.5,12+,Games,0,1,0,0
3583,3583,Little Broken Robots,1.7971497735698023,0.0,539,28,4.5,4.5,4+,Games,1,0,0,0
3801,3801,Agar.io,1.8058745032716623,0.0,176514,1310,4.5,4.0,9+,Games,1,0,0,0
1382,1382,UFC ®,1.6607706435276974,0.0,809,4,2.5,3.0,12+,Sports,1,0,0,0
2244,2244,"Flipp - Weekly Ads, Shopping List, and Coupons",1.965577957910528,0.0,6677,78,4.5,4.5,4+,Shopping,1,0,0,0
2475,2475,Crazy Freekick,1.5273849773654582,0.0,228,11,4.5,4.5,4+,Games,1,0,0,0
5214,5214,80s Arcade Nes Games : Best Retro Collection,1.9582914679291623,1.99,362,362,1.0,1.0,4+,Entertainment,0,1,0,0
4917,4917,ホストのアブナイ世界,2.608424401056224,0.0,3,3,5.0,5.0,17+,Games,1,0,0,0
386,386,"Runtastic PRO Running, Jogging and Fitness Tracker",2.1747486636149618,4.99,17667,14,4.5,4.0,4+,Health & Fitness,0,0,1,0
4213,4213,Train Driver Journey 4 - Introduction to Steam,2.8486404254727096,0.99,429,429,4.5,4.5,4+,Games,0,1,0,0
6343,6343,金庸群侠传—全自由单机武侠RPG,2.3961138751128224,0.0,85,4,5.0,5.0,9+,Games,1,0,0,0
2643,2643,Toca Life: Town,2.656633789097958,2.99,3174,884,4.5,4.0,4+,Education,0,0,1,0
3576,3576,Giffage – The GIF Keyboard for GIFs,1.8063021021334564,0.0,315,30,3.5,4.5,17+,Utilities,1,0,0,0
1727,1727,"Drawing Desk - Draw, Paint, Doodle & Sketch board",2.066113385934259,0.0,11040,644,4.0,4.5,4+,Productivity,1,0,0,0
2434,2434,RollerCoaster Tycoon® 4 Mobile™,2.291399933811326,0.0,21407,1146,3.5,4.0,4+,Games,1,0,0,0
4839,4839,Frantic Architect,1.939773764448036,0.0,117,52,3.5,4.0,4+,Games,1,0,0,0
830,830,SHADOWGUN,2.7141863685926775,4.99,4513,95,4.0,4.5,12+,Games,0,0,1,0
3645,3645,Battle Copters,2.427471502533502,0.0,2922,101,4.5,4.5,12+,Games,1,0,0,0
3237,3237,FineScanner Pro - PDF Document Scanner App + OCR,1.8060035060031279,59.99,100,4,4.0,4.5,4+,Business,0,0,0,1
2212,2212,SafeTrek - Personal Safety,1.481686223744099,0.0,2227,160,4.5,4.5,4+,Lifestyle,1,0,0,0
6339,6339,SnapType Pro,1.5286467884880892,4.99,37,15,4.5,5.0,4+,Education,0,0,1,0
728,728,Bumpy Road,1.4810984965651994,2.99,1073,186,4.0,4.0,4+,Games,0,0,1,0
6070,6070,Comblosion,1.3257413721537963,1.99,4,4,5.0,5.0,4+,Games,0,1,0,0
7113,7113,js体育资讯,0.2650537885040147,0.0,0,0,0.0,0.0,17+,Entertainment,1,0,0,0
6931,6931,Hidden Expedition: The Fountain of Youth (Full),2.955454909913004,6.99,65,9,4.0,4.0,9+,Games,0,0,0,1
5163,5163,你我贷理财-P2P理财管家,1.6603531256401884,0.0,0,0,0.0,0.0,17+,Finance,1,0,0,0
4204,4204,Amount Plus - Unit And Currency Converter,0.8509523997934928,2.99,35,17,4.0,4.5,4+,Productivity,0,0,1,0
6051,6051,Being SalMan: The Official Game,2.2397898173076056,0.0,33,16,4.5,5.0,12+,Games,1,0,0,0
3934,3934,脱出ゲーム　都市伝説〜杉沢村からの脱出〜,2.7092529960162826,0.0,1,1,4.0,4.0,12+,Games,1,0,0,0
4386,4386,DOFUS Touch,0.5272431163880886,0.0,104,3,4.0,4.0,12+,Games,1,0,0,0
2376,2376,FilmStory Pro - For All Your Video Editing Needs,1.9073791099869009,3.99,0,0,0.0,0.0,4+,Photo & Video,0,0,1,0
767,767,True Red Eye Remover HD-Face Recovery,0.6543690909752858,0.99,528,379,4.0,4.0,4+,Photo & Video,0,1,0,0
5089,5089,Glory of Generals 2,2.045874300066133,0.0,122,20,3.5,3.5,9+,Games,1,0,0,0
416,416,TouchRetouch,1.4465682313762145,1.99,588,54,4.0,4.0,4+,Photo & Video,0,1,0,0
6585,6585,Confetti - Geofilter Design Maker for Snapchat,1.912551506302628,0.0,120,61,3.0,3.0,4+,Photo & Video,1,0,0,0
2892,2892,Bruh-Button,1.7188669072903062,0.0,17487,157,5.0,4.0,17+,Entertainment,1,0,0,0
3944,3944,Stickman Football,1.678855122580575,0.0,429,0,4.0,0.0,4+,Games,1,0,0,0
2067,2067,Rhonna Designs,2.249271753073101,1.99,2971,1,4.5,5.0,4+,Photo & Video,0,1,0,0
6320,6320,暇つぶしに人気  脳トレ パズルゲーム　- LINK,2.016247558065053,0.0,0,0,0.0,0.0,4+,Games,1,0,0,0
5694,5694,Moomijis Moomin Stickers,1.2826900722682182,0.99,5,5,3.0,3.0,4+,Utilities,0,1,0,0
3871,3871,Ookujira - Giant Whale Rampage,1.680960664911411,0.0,878,37,4.5,4.5,9+,Games,1,0,0,0
1648,1648,Yahoo Mail - Keeps You Organized!,2.250175948083925,0.0,113709,18,4.0,4.5,4+,Productivity,1,0,0,0
4875,4875,myHome - Home Automation,1.8278988926598616,13.99,13,1,4.0,5.0,4+,Utilities,0,0,0,1
2707,2707,Monty Python's The Ministry of Silly Walks,2.624310979068762,1.99,356,145,4.0,4.5,4+,Games,0,1,0,0
2899,2899,Google Calendar – Make the most of every day,2.171749849358775,0.0,7656,12,4.0,4.0,4+,Productivity,1,0,0,0
6414,6414,Super Powerboy,3.0476638054486243,1.99,99,54,4.5,4.5,12+,Games,0,1,0,0
4153,4153,病みカワカメラ,1.632295287340207,0.0,1,1,5.0,5.0,12+,Photo & Video,1,0,0,0
5508,5508,Maps for Minecraft PE (Mine Maps for Pocket Edition),1.0500315623684016,1.99,134,134,3.0,3.0,9+,Entertainment,0,1,0,0
3364,3364,Disney Color and Play,2.2874209957598315,0.0,658,1,3.0,5.0,4+,Entertainment,1,0,0,0
427,427,Color Splash for iPad,1.2730707536224657,1.99,2445,41,4.5,5.0,4+,Photo & Video,0,1,0,0
7103,7103,25 Days of Christmas: Holiday Advent Calendar 2016,1.975748796704913,0.0,38,11,4.5,4.5,4+,Entertainment,1,0,0,0
5638,5638,Behind You!!,1.7234720911759187,0.0,40,15,5.0,4.5,9+,Games,1,0,0,0
539,539,ToonCamera,1.469733675913058,1.99,1037,95,4.5,4.5,4+,Photo & Video,0,1,0,0
1540,1540,"Concepts - Sketch, Design, Illustrate",2.1157169922857997,0.0,3101,61,4.5,4.5,4+,Productivity,1,0,0,0
2321,2321,スタバで呪文,1.6364277128095728,0.0,0,0,0.0,0.0,4+,Food & Drink,1,0,0,0
4954,4954,快读免费小说-最热网络小说追书神器全本下载阅读器,1.9145546985176336,0.0,8,4,4.5,4.5,12+,Books & Reference,1,0,0,0
7024,7024,Sonia Tlev,1.7023012628973455,0.0,0,0,0.0,0.0,4+,Health & Fitness,1,0,0,0
5898,5898,Ummo,1.4625177867514334,1.99,44,13,3.5,2.5,4+,Lifestyle,0,1,0,0
1223,1223,THE KING OF FIGHTERS-i 2012,3.0778081547954015,2.99,228,228,4.5,4.5,12+,Games,0,0,1,0
2293,2293,PDF Pro 2 - The ultimate PDF app,1.5585405788545965,4.99,149,1,4.0,1.0,17+,Business,0,0,1,0
491,491,Weibo HD,2.018650576891155,0.0,16772,293,4.5,3.0,4+,Social Networking,1,0,0,0
6474,6474,Open House London 2016,0.8631443462526674,3.99,1,1,2.0,2.0,4+,Travel,0,0,1,0
377,377,AirCoaster - Roller Coaster Builder,1.3572485769362874,0.99,2602,71,3.0,4.5,9+,Games,0,1,0,0
883,883,Couch to 5K® - Running App and Training Coach,1.9798623735258705,2.99,3820,319,4.5,4.5,4+,Health & Fitness,0,0,1,0
5600,5600,現金製造ロボ -毎日コツコツ3万円稼ぐ-,1.4735599546008133,0.0,0,0,0.0,0.0,17+,Finance,1,0,0,0
5808,5808,Sushi Go!,1.9523080096621253,4.99,145,1,4.5,4.0,4+,Games,0,0,1,0
1445,1445,Weather & Radar,1.9752019622578525,0.0,37,2,4.0,3.5,4+,Weather,1,0,0,0
5922,5922,UNCHARTED: Fortune Hunter™,2.6574239861608118,0.0,411,66,4.5,4.5,12+,Games,1,0,0,0
33,33,Blackjack by MobilityWare,2.022968325766995,0.0,180087,1101,3.5,4.5,12+,Games,1,0,0,0
1033,1033,Cougar Dating & Life Style App for Mature Women,2.0392078298884195,0.0,213,30,4.5,4.5,17+,Social Networking,1,0,0,0
5823,5823,Heuristic Shakespeare - The Tempest,2.3676838479568203,5.99,85,32,5.0,5.0,4+,Education,0,0,0,1
2059,2059,Fluege.de - Finde den billigsten Flug,2.269249018466463,0.0,0,0,0.0,0.0,4+,Travel,1,0,0,0
1602,1602,LEGO Batman: DC Super Heroes,3.0566232305537953,4.99,7717,1748,4.0,4.0,9+,Games,0,0,1,0
6748,6748,Golfmoji - Golf Emojis and Stickers,1.7167626947395365,0.99,0,0,0.0,0.0,12+,Entertainment,0,1,0,0
2281,2281,LEGO® Marvel Super Heroes: Universe in Peril,3.1021722269857674,4.99,1784,884,4.0,4.0,9+,Games,0,0,1,0
3228,3228,YAZIO – Calorie Counter & Nutrition Tracker,1.8795832549476215,0.0,115,0,4.5,0.0,4+,Health & Fitness,1,0,0,0
5437,5437,Puzzlepops!,2.1237928602925575,1.99,19,10,5.0,5.0,4+,Games,0,1,0,0
4219,4219,"Marline - Weather, Tides & Moon",0.9075188461066293,0.99,55,3,4.0,3.5,4+,Weather,0,1,0,0
